gun,saat,sicaklik,durum
832,9,9.2,Normal
832,10,8.7,Normal
832,11,10.4,Normal
832,12,9.9,Normal
832,13,8.6,Normal
832,14,8.5,Normal
832,15,7.5,Normal
832,16,4.4,Normal
832,17,2.8,Buzlanma Riski
832,18,2.6,Buzlanma Riski
832,19,2.3,Buzlanma Riski
832,20,2.4,Buzlanma Riski
832,21,2.7,Buzlanma Riski
832,22,3.6,Buzlanma Riski
832,23,3.8,Buzlanma Riski
833,0,3.8,Buzlanma Riski
833,1,3.3,Buzlanma Riski
833,2,2.7,Buzlanma Riski
833,3,3.0,Buzlanma Riski
833,4,4.4,Normal
833,5,5.7,Normal
833,6,7.8,Normal
833,7,10.5,Normal
833,8,10.7,Normal
833,9,10.2,Normal
833,10,9.9,Normal
833,11,11.8,Normal
833,12,12.4,Normal
833,13,12.7,Normal
833,14,11.3,Normal
833,15,10.1,Normal
833,16,7.3,Normal
833,17,6.0,Normal
833,18,5.0,Normal
833,19,4.4,Normal
833,20,4.5,Normal
833,21,3.3,Buzlanma Riski
833,22,2.7,Buzlanma Riski
833,23,3.0,Buzlanma Riski
834,0,2.5,Buzlanma Riski
834,1,4.4,Normal
834,2,4.2,Normal
834,3,4.8,Normal
834,4,6.1,Normal
834,5,6.7,Normal
834,6,6.5,Normal
834,7,10.1,Normal
834,8,11.4,Normal
834,9,10.2,Normal
834,10,8.7,Normal
834,11,9.4,Normal
834,12,7.4,Normal
834,13,7.9,Normal
834,14,7.9,Normal
834,15,7.2,Normal
834,16,6.0,Normal
834,17,5.5,Normal
834,18,4.7,Normal
834,19,3.9,Buzlanma Riski
834,20,3.1,Buzlanma Riski
834,21,2.3,Buzlanma Riski
834,22,2.2,Buzlanma Riski
834,23,1.3,Buzlanma Riski
835,0,0.7,Buzlanma Riski
835,1,2.3,Buzlanma Riski
835,2,2.5,Buzlanma Riski
835,3,1.8,Buzlanma Riski
835,4,3.4,Buzlanma Riski
835,5,5.8,Normal
835,6,7.4,Normal
835,7,7.7,Normal
835,8,8.1,Normal
835,9,8.3,Normal
835,10,7.6,Normal
835,11,7.7,Normal
835,12,5.7,Normal
835,13,3.9,Buzlanma Riski
835,14,2.3,Buzlanma Riski
835,15,1.4,Buzlanma Riski
835,16,0.1,Buzlanma Riski
835,17,-1.2,Buzlanma
835,18,-1.6,Buzlanma
835,19,-1.0,Buzlanma
835,20,-1.2,Buzlanma
835,21,-1.4,Buzlanma
835,22,-1.4,Buzlanma
835,23,-1.7,Buzlanma
836,0,-3.2,Buzlanma
836,1,-2.9,Buzlanma
836,2,-3.2,Buzlanma
836,3,-3.7,Buzlanma
836,4,-2.0,Buzlanma
836,5,-0.0,Buzlanma
836,6,2.2,Buzlanma Riski
836,7,3.2,Buzlanma Riski
836,8,4.3,Normal
836,9,4.4,Normal
836,10,4.4,Normal
836,11,5.2,Normal
836,12,5.4,Normal
836,13,4.6,Normal
836,14,4.0,Buzlanma Riski
836,15,3.1,Buzlanma Riski
836,16,0.9,Buzlanma Riski
836,17,-0.2,Buzlanma
836,18,0.6,Buzlanma Riski
836,19,-0.2,Buzlanma
836,20,-1.5,Buzlanma
836,21,-1.3,Buzlanma
836,22,-2.1,Buzlanma
836,23,-2.3,Buzlanma
837,0,-1.2,Buzlanma
837,1,-2.5,Buzlanma
837,2,-0.6,Buzlanma
837,3,-0.8,Buzlanma
837,4,-1.5,Buzlanma
837,5,-2.4,Buzlanma
837,6,-2.6,Buzlanma
837,7,-2.2,Buzlanma
837,8,-0.9,Buzlanma
837,9,0.2,Buzlanma Riski
837,10,0.9,Buzlanma Riski
837,11,0.9,Buzlanma Riski
837,12,0.6,Buzlanma Riski
837,13,0.2,Buzlanma Riski
837,14,-0.5,Buzlanma
837,15,-2.2,Buzlanma
837,16,-5.3,Buzlanma
837,17,-6.8,Buzlanma
837,18,-6.8,Buzlanma
837,19,-7.2,Buzlanma
837,20,-7.3,Buzlanma
837,21,-7.2,Buzlanma
837,22,-7.0,Buzlanma
837,23,-7.1,Buzlanma
838,0,-6.5,Buzlanma
838,1,-6.5,Buzlanma
838,2,-6.6,Buzlanma
838,3,-5.7,Buzlanma
838,4,-3.7,Buzlanma
838,5,-1.2,Buzlanma
838,6,0.4,Buzlanma Riski
838,7,1.6,Buzlanma Riski
838,8,2.2,Buzlanma Riski
838,9,1.9,Buzlanma Riski
838,10,2.2,Buzlanma Riski
838,11,2.2,Buzlanma Riski
838,12,2.2,Buzlanma Riski
838,13,3.3,Buzlanma Riski
838,14,2.9,Buzlanma Riski
838,15,2.3,Buzlanma Riski
838,16,0.3,Buzlanma Riski
838,17,-0.1,Buzlanma
838,18,-0.0,Buzlanma
838,19,-0.1,Buzlanma
838,20,-0.6,Buzlanma
838,21,-0.4,Buzlanma
838,22,-0.4,Buzlanma
838,23,-0.6,Buzlanma
839,0,-0.7,Buzlanma
839,1,-1.5,Buzlanma
839,2,-1.2,Buzlanma
839,3,-0.5,Buzlanma
839,4,0.1,Buzlanma Riski
839,5,1.2,Buzlanma Riski
839,6,1.6,Buzlanma Riski
839,7,2.1,Buzlanma Riski
839,8,3.4,Buzlanma Riski
839,9,4.2,Normal
839,10,4.8,Normal
839,11,6.9,Normal
839,12,7.3,Normal
839,13,6.2,Normal
839,14,5.0,Normal
839,15,3.7,Buzlanma Riski
839,16,2.4,Buzlanma Riski
839,17,1.9,Buzlanma Riski
839,18,1.4,Buzlanma Riski
839,19,1.2,Buzlanma Riski
839,20,1.1,Buzlanma Riski
839,21,1.0,Buzlanma Riski
839,22,0.7,Buzlanma Riski
839,23,0.5,Buzlanma Riski
840,0,0.3,Buzlanma Riski
840,1,0.6,Buzlanma Riski
840,2,0.3,Buzlanma Riski
840,3,0.3,Buzlanma Riski
840,4,0.2,Buzlanma Riski
840,5,0.2,Buzlanma Riski
840,6,0.3,Buzlanma Riski
840,7,0.2,Buzlanma Riski
840,8,-0.1,Buzlanma
840,9,-0.3,Buzlanma
840,10,-0.3,Buzlanma
840,11,-0.3,Buzlanma
840,12,-0.4,Buzlanma
840,13,0.8,Buzlanma Riski
840,14,0.3,Buzlanma Riski
840,15,0.1,Buzlanma Riski
840,16,-0.6,Buzlanma
840,17,-0.7,Buzlanma
840,18,-0.7,Buzlanma
840,19,-0.8,Buzlanma
840,20,-1.0,Buzlanma
840,21,-1.1,Buzlanma
840,22,-1.7,Buzlanma
840,23,-1.7,Buzlanma
841,0,-1.9,Buzlanma
841,1,-1.4,Buzlanma
841,2,-1.8,Buzlanma
841,3,-1.9,Buzlanma
841,4,-1.2,Buzlanma
841,5,-0.4,Buzlanma
841,6,0.3,Buzlanma Riski
841,7,1.2,Buzlanma Riski
841,8,2.3,Buzlanma Riski
841,9,3.3,Buzlanma Riski
841,10,4.2,Normal
841,11,5.0,Normal
841,12,5.2,Normal
841,13,4.5,Normal
841,14,3.3,Buzlanma Riski
841,15,2.8,Buzlanma Riski
841,16,2.1,Buzlanma Riski
841,17,1.9,Buzlanma Riski
841,18,0.8,Buzlanma Riski
841,19,0.3,Buzlanma Riski
841,20,-0.9,Buzlanma
841,21,-1.9,Buzlanma
841,22,-2.2,Buzlanma
841,23,-2.5,Buzlanma
842,0,-2.7,Buzlanma
842,1,-1.2,Buzlanma
842,2,-1.4,Buzlanma
842,3,-1.1,Buzlanma
842,4,0.7,Buzlanma Riski
842,5,2.7,Buzlanma Riski
842,6,4.5,Normal
842,7,6.5,Normal
842,8,8.4,Normal
842,9,10.1,Normal
842,10,11.4,Normal
842,11,12.2,Normal
842,12,12.5,Normal
842,13,11.8,Normal
842,14,11.0,Normal
842,15,9.3,Normal
842,16,5.4,Normal
842,17,4.3,Normal
842,18,2.7,Buzlanma Riski
842,19,1.7,Buzlanma Riski
842,20,1.2,Buzlanma Riski
842,21,0.9,Buzlanma Riski
842,22,0.5,Buzlanma Riski
842,23,0.1,Buzlanma Riski
843,0,0.0,Buzlanma
843,1,0.3,Buzlanma Riski
843,2,0.3,Buzlanma Riski
843,3,0.5,Buzlanma Riski
843,4,2.7,Buzlanma Riski
843,5,5.7,Normal
843,6,7.7,Normal
843,7,9.4,Normal
843,8,10.7,Normal
843,9,11.6,Normal
843,10,11.8,Normal
843,11,12.2,Normal
843,12,12.3,Normal
843,13,12.7,Normal
843,14,12.1,Normal
843,15,10.6,Normal
843,16,7.0,Normal
843,17,5.2,Normal
843,18,3.6,Buzlanma Riski
843,19,2.6,Buzlanma Riski
843,20,1.9,Buzlanma Riski
843,21,1.3,Buzlanma Riski
843,22,0.8,Buzlanma Riski
843,23,0.6,Buzlanma Riski
844,0,0.4,Buzlanma Riski
844,1,0.8,Buzlanma Riski
844,2,0.3,Buzlanma Riski
844,3,-0.0,Buzlanma
844,4,2.8,Buzlanma Riski
844,5,6.0,Normal
844,6,8.1,Normal
844,7,9.7,Normal
844,8,11.4,Normal
844,9,12.2,Normal
844,10,10.0,Normal
844,11,9.6,Normal
844,12,11.2,Normal
844,13,11.5,Normal
844,14,10.9,Normal
844,15,7.4,Normal
844,16,6.7,Normal
844,17,6.1,Normal
844,18,5.4,Normal
844,19,5.1,Normal
844,20,4.5,Normal
844,21,4.5,Normal
844,22,4.8,Normal
844,23,3.7,Buzlanma Riski
845,0,3.4,Buzlanma Riski
845,1,4.0,Buzlanma Riski
845,2,3.2,Buzlanma Riski
845,3,3.9,Buzlanma Riski
845,4,5.7,Normal
845,5,8.2,Normal
845,6,10.6,Normal
845,7,12.7,Normal
845,8,14.1,Normal
845,9,15.0,Normal
845,10,15.4,Normal
845,11,15.5,Normal
845,12,15.1,Normal
845,13,14.0,Normal
845,14,13.3,Normal
845,15,12.4,Normal
845,16,9.9,Normal
845,17,7.8,Normal
845,18,6.6,Normal
845,19,5.1,Normal
845,20,4.3,Normal
845,21,4.0,Buzlanma Riski
845,22,3.8,Buzlanma Riski
845,23,3.6,Buzlanma Riski
846,0,3.3,Buzlanma Riski
846,1,3.3,Buzlanma Riski
846,2,3.1,Buzlanma Riski
846,3,3.0,Buzlanma Riski
846,4,5.9,Normal
846,5,9.7,Normal
846,6,12.1,Normal
846,7,13.4,Normal
846,8,14.5,Normal
846,9,14.7,Normal
846,10,15.5,Normal
846,11,15.9,Normal
846,12,15.9,Normal
846,13,15.1,Normal
846,14,13.9,Normal
846,15,12.4,Normal
846,16,10.0,Normal
846,17,8.6,Normal
846,18,6.2,Normal
846,19,5.7,Normal
846,20,5.8,Normal
846,21,5.3,Normal
846,22,4.7,Normal
846,23,4.3,Normal
847,0,4.1,Normal
847,1,4.2,Normal
847,2,3.8,Buzlanma Riski
847,3,3.7,Buzlanma Riski
847,4,6.7,Normal
847,5,10.7,Normal
847,6,13.0,Normal
847,7,14.7,Normal
847,8,15.7,Normal
847,9,16.1,Normal
847,10,16.7,Normal
847,11,16.0,Normal
847,12,14.4,Normal
847,13,15.2,Normal
847,14,14.5,Normal
847,15,13.2,Normal
847,16,9.7,Normal
847,17,8.4,Normal
847,18,7.3,Normal
847,19,5.7,Normal
847,20,6.1,Normal
847,21,4.6,Normal
847,22,5.0,Normal
847,23,4.8,Normal
848,0,4.0,Buzlanma Riski
848,1,5.1,Normal
848,2,5.1,Normal
848,3,5.2,Normal
848,4,7.3,Normal
848,5,9.3,Normal
848,6,11.0,Normal
848,7,12.9,Normal
848,8,14.0,Normal
848,9,12.2,Normal
848,10,12.4,Normal
848,11,13.4,Normal
848,12,11.9,Normal
848,13,12.8,Normal
848,14,12.0,Normal
848,15,9.1,Normal
848,16,6.3,Normal
848,17,6.3,Normal
848,18,5.7,Normal
848,19,5.2,Normal
848,20,4.5,Normal
848,21,4.8,Normal
848,22,4.9,Normal
848,23,5.6,Normal
849,0,5.4,Normal
849,1,4.8,Normal
849,2,3.9,Buzlanma Riski
849,3,3.9,Buzlanma Riski
849,4,4.6,Normal
849,5,6.1,Normal
849,6,8.8,Normal
849,7,11.8,Normal
849,8,13.8,Normal
849,9,15.5,Normal
849,10,16.7,Normal
849,11,15.9,Normal
849,12,16.5,Normal
849,13,14.4,Normal
849,14,15.1,Normal
849,15,14.3,Normal
849,16,11.5,Normal
849,17,9.4,Normal
849,18,8.5,Normal
849,19,8.7,Normal
849,20,7.9,Normal
849,21,5.9,Normal
849,22,5.4,Normal
849,23,5.7,Normal
850,0,6.2,Normal
850,1,6.9,Normal
850,2,6.5,Normal
850,3,6.2,Normal
850,4,6.1,Normal
850,5,6.0,Normal
850,6,5.9,Normal
850,7,7.9,Normal
850,8,9.7,Normal
850,9,12.4,Normal
850,10,12.9,Normal
850,11,12.9,Normal
850,12,13.3,Normal
850,13,12.3,Normal
850,14,11.3,Normal
850,15,10.4,Normal
850,16,8.5,Normal
850,17,6.6,Normal
850,18,5.8,Normal
850,19,4.9,Normal
850,20,4.5,Normal
850,21,4.7,Normal
850,22,4.2,Normal
850,23,3.9,Buzlanma Riski
851,0,4.1,Normal
851,1,2.7,Buzlanma Riski
851,2,2.2,Buzlanma Riski
851,3,2.6,Buzlanma Riski
851,4,5.1,Normal
851,5,7.6,Normal
851,6,10.1,Normal
851,7,11.9,Normal
851,8,13.3,Normal
851,9,14.1,Normal
851,10,14.5,Normal
851,11,14.8,Normal
851,12,15.4,Normal
851,13,14.2,Normal
851,14,13.6,Normal
851,15,11.8,Normal
851,16,8.1,Normal
851,17,5.6,Normal
851,18,5.4,Normal
851,19,5.4,Normal
851,20,3.3,Buzlanma Riski
851,21,2.9,Buzlanma Riski
851,22,3.2,Buzlanma Riski
851,23,1.8,Buzlanma Riski
852,0,1.7,Buzlanma Riski
852,1,2.2,Buzlanma Riski
852,2,2.1,Buzlanma Riski
852,3,2.7,Buzlanma Riski
852,4,4.2,Normal
852,5,5.8,Normal
852,6,7.9,Normal
852,7,9.8,Normal
852,8,9.9,Normal
852,9,10.6,Normal
852,10,11.9,Normal
852,11,12.7,Normal
852,12,12.7,Normal
852,13,12.4,Normal
852,14,12.2,Normal
852,15,11.0,Normal
852,16,8.7,Normal
852,17,8.0,Normal
852,18,7.0,Normal
852,19,5.9,Normal
852,20,4.8,Normal
852,21,3.7,Buzlanma Riski
852,22,3.0,Buzlanma Riski
852,23,2.1,Buzlanma Riski
853,0,1.8,Buzlanma Riski
853,1,2.0,Buzlanma Riski
853,2,2.3,Buzlanma Riski
853,3,3.0,Buzlanma Riski
853,4,4.1,Normal
853,5,5.4,Normal
853,6,6.8,Normal
853,7,8.3,Normal
853,8,9.2,Normal
853,9,10.3,Normal
853,10,11.4,Normal
853,11,12.6,Normal
853,12,12.4,Normal
853,13,12.8,Normal
853,14,11.2,Normal
853,15,8.4,Normal
853,16,7.7,Normal
853,17,6.5,Normal
853,18,5.2,Normal
853,19,4.3,Normal
853,20,3.9,Buzlanma Riski
853,21,3.2,Buzlanma Riski
853,22,2.8,Buzlanma Riski
853,23,2.5,Buzlanma Riski
854,0,2.1,Buzlanma Riski
854,1,2.8,Buzlanma Riski
854,2,2.7,Buzlanma Riski
854,3,3.1,Buzlanma Riski
854,4,4.9,Normal
854,5,6.9,Normal
854,6,8.9,Normal
854,7,11.3,Normal
854,8,13.0,Normal
854,9,14.1,Normal
854,10,14.9,Normal
854,11,14.8,Normal
854,12,11.7,Normal
854,13,7.0,Normal
854,14,6.7,Normal
854,15,7.4,Normal
854,16,7.1,Normal
854,17,6.7,Normal
854,18,6.1,Normal
854,19,5.5,Normal
854,20,5.3,Normal
854,21,4.6,Normal
854,22,4.4,Normal
854,23,3.9,Buzlanma Riski
855,0,3.8,Buzlanma Riski
855,1,3.3,Buzlanma Riski
855,2,2.9,Buzlanma Riski
855,3,3.6,Buzlanma Riski
855,4,6.3,Normal
855,5,8.5,Normal
855,6,10.8,Normal
855,7,12.2,Normal
855,8,13.7,Normal
855,9,14.8,Normal
855,10,15.7,Normal
855,11,16.1,Normal
855,12,16.0,Normal
855,13,14.7,Normal
855,14,13.9,Normal
855,15,13.5,Normal
855,16,10.9,Normal
855,17,8.6,Normal
855,18,7.6,Normal
855,19,5.8,Normal
855,20,5.3,Normal
855,21,5.2,Normal
855,22,5.1,Normal
855,23,4.6,Normal
856,0,4.2,Normal
856,1,4.8,Normal
856,2,5.0,Normal
856,3,5.6,Normal
856,4,8.4,Normal
856,5,11.3,Normal
856,6,12.5,Normal
856,7,15.4,Normal
856,8,16.2,Normal
856,9,16.1,Normal
856,10,16.9,Normal
856,11,15.8,Normal
856,12,17.2,Normal
856,13,18.0,Normal
856,14,17.6,Normal
856,15,15.2,Normal
856,16,11.5,Normal
856,17,9.9,Normal
856,18,9.1,Normal
856,19,8.3,Normal
856,20,8.2,Normal
856,21,8.0,Normal
856,22,7.1,Normal
856,23,6.4,Normal
857,0,6.3,Normal
857,1,5.8,Normal
857,2,5.5,Normal
857,3,6.2,Normal
857,4,7.5,Normal
857,5,7.9,Normal
857,6,11.6,Normal
857,7,10.8,Normal
857,8,13.3,Normal
857,9,11.8,Normal
857,10,12.8,Normal
857,11,11.9,Normal
857,12,12.0,Normal
857,13,10.8,Normal
857,14,10.5,Normal
857,15,10.7,Normal
857,16,10.1,Normal
857,17,8.6,Normal
857,18,8.1,Normal
857,19,7.1,Normal
857,20,7.3,Normal
857,21,6.0,Normal
857,22,5.0,Normal
857,23,4.7,Normal
858,0,3.7,Buzlanma Riski
858,1,2.7,Buzlanma Riski
858,2,1.9,Buzlanma Riski
858,3,2.9,Buzlanma Riski
858,4,5.9,Normal
858,5,8.5,Normal
858,6,10.9,Normal
858,7,12.7,Normal
858,8,14.0,Normal
858,9,15.0,Normal
858,10,15.4,Normal
858,11,16.1,Normal
858,12,16.2,Normal
858,13,15.8,Normal
858,14,15.2,Normal
858,15,13.8,Normal
858,16,10.8,Normal
858,17,8.2,Normal
858,18,7.1,Normal
858,19,5.4,Normal
858,20,4.6,Normal
858,21,4.2,Normal
858,22,3.9,Buzlanma Riski
858,23,3.7,Buzlanma Riski
859,0,3.7,Buzlanma Riski
859,1,4.3,Normal
859,2,3.7,Buzlanma Riski
859,3,4.2,Normal
859,4,7.9,Normal
859,5,10.9,Normal
859,6,13.1,Normal
859,7,14.7,Normal
859,8,15.9,Normal
859,9,16.3,Normal
859,10,16.4,Normal
859,11,16.4,Normal
859,12,16.4,Normal
859,13,14.7,Normal
859,14,14.2,Normal
859,15,12.8,Normal
859,16,9.8,Normal
859,17,8.0,Normal
859,18,7.0,Normal
859,19,5.7,Normal
859,20,5.1,Normal
859,21,4.8,Normal
859,22,4.7,Normal
859,23,4.6,Normal
860,0,4.7,Normal
860,1,4.7,Normal
860,2,4.5,Normal
860,3,5.8,Normal
860,4,7.6,Normal
860,5,9.9,Normal
860,6,11.4,Normal
860,7,11.9,Normal
860,8,13.1,Normal
860,9,12.0,Normal
860,10,10.2,Normal
860,11,12.9,Normal
860,12,12.5,Normal
860,13,10.6,Normal
860,14,9.2,Normal
860,15,8.5,Normal
860,16,8.0,Normal
860,17,6.8,Normal
860,18,6.6,Normal
860,19,6.6,Normal
860,20,6.4,Normal
860,21,6.5,Normal
860,22,6.5,Normal
860,23,6.1,Normal
861,0,5.9,Normal
861,1,5.7,Normal
861,2,5.1,Normal
861,3,5.2,Normal
861,4,6.2,Normal
861,5,7.4,Normal
861,6,8.8,Normal
861,7,10.5,Normal
861,8,12.1,Normal
861,9,13.4,Normal
861,10,14.6,Normal
861,11,15.3,Normal
861,12,14.8,Normal
861,13,14.8,Normal
861,14,14.6,Normal
861,15,12.8,Normal
861,16,10.4,Normal
861,17,8.3,Normal
861,18,7.5,Normal
861,19,8.0,Normal
861,20,7.2,Normal
861,21,6.5,Normal
861,22,5.9,Normal
861,23,5.4,Normal
862,0,5.1,Normal
862,1,5.0,Normal
862,2,4.5,Normal
862,3,5.0,Normal
862,4,7.0,Normal
862,5,9.4,Normal
862,6,11.4,Normal
862,7,13.1,Normal
862,8,14.4,Normal
862,9,15.3,Normal
862,10,16.0,Normal
862,11,16.5,Normal
862,12,16.3,Normal
862,13,15.7,Normal
862,14,14.4,Normal
862,15,13.7,Normal
862,16,12.2,Normal
862,17,11.0,Normal
862,18,9.7,Normal
862,19,8.8,Normal
862,20,8.4,Normal
862,21,7.4,Normal
862,22,6.6,Normal
862,23,6.2,Normal
863,0,5.8,Normal
863,1,6.4,Normal
863,2,6.2,Normal
863,3,7.0,Normal
863,4,8.7,Normal
863,5,10.5,Normal
863,6,12.3,Normal
863,7,13.6,Normal
863,8,14.6,Normal
863,9,15.4,Normal
863,10,16.2,Normal
863,11,16.6,Normal
863,12,16.6,Normal
863,13,16.2,Normal
863,14,15.6,Normal
863,15,14.7,Normal
863,16,12.1,Normal
863,17,10.6,Normal
863,18,10.2,Normal
863,19,9.4,Normal
863,20,9.2,Normal
863,21,8.6,Normal
863,22,8.2,Normal
863,23,8.0,Normal
864,0,6.3,Normal
864,1,5.5,Normal
864,2,5.3,Normal
864,3,6.6,Normal
864,4,8.1,Normal
864,5,10.3,Normal
864,6,12.4,Normal
864,7,14.3,Normal
864,8,15.9,Normal
864,9,17.1,Normal
864,10,18.0,Normal
864,11,18.7,Normal
864,12,18.8,Normal
864,13,19.0,Normal
864,14,18.5,Normal
864,15,16.8,Normal
864,16,13.9,Normal
864,17,12.8,Normal
864,18,11.9,Normal
864,19,11.6,Normal
864,20,10.7,Normal
864,21,10.5,Normal
864,22,9.0,Normal
864,23,8.1,Normal
865,0,8.4,Normal
865,1,7.8,Normal
865,2,7.4,Normal
865,3,7.7,Normal
865,4,9.1,Normal
865,5,11.4,Normal
865,6,13.4,Normal
865,7,15.4,Normal
865,8,17.0,Normal
865,9,18.0,Normal
865,10,19.1,Normal
865,11,19.5,Normal
865,12,19.0,Normal
865,13,19.5,Normal
865,14,18.7,Normal
865,15,17.3,Normal
865,16,15.1,Normal
865,17,13.3,Normal
865,18,13.1,Normal
865,19,11.5,Normal
865,20,10.6,Normal
865,21,9.3,Normal
865,22,8.6,Normal
865,23,8.4,Normal
866,0,8.3,Normal
866,1,8.7,Normal
866,2,8.9,Normal
866,3,9.4,Normal
866,4,11.7,Normal
866,5,13.6,Normal
866,6,12.5,Normal
866,7,14.3,Normal
866,8,17.1,Normal
866,9,15.9,Normal
866,10,16.2,Normal
866,11,16.9,Normal
866,12,16.4,Normal
866,13,18.5,Normal
866,14,17.4,Normal
866,15,16.2,Normal
866,16,14.7,Normal
866,17,12.6,Normal
866,18,11.0,Normal
866,19,9.9,Normal
866,20,9.1,Normal
866,21,7.9,Normal
866,22,7.9,Normal
866,23,8.8,Normal
867,0,7.4,Normal
867,1,5.2,Normal
867,2,4.9,Normal
867,3,6.2,Normal
867,4,9.5,Normal
867,5,11.7,Normal
867,6,13.3,Normal
867,7,14.7,Normal
867,8,15.4,Normal
867,9,16.4,Normal
867,10,16.3,Normal
867,11,15.5,Normal
867,12,15.0,Normal
867,13,15.3,Normal
867,14,14.1,Normal
867,15,13.6,Normal
867,16,11.3,Normal
867,17,9.1,Normal
867,18,8.8,Normal
867,19,7.8,Normal
867,20,7.5,Normal
867,21,7.4,Normal
867,22,7.5,Normal
867,23,8.0,Normal
868,0,8.2,Normal
868,1,7.4,Normal
868,2,7.4,Normal
868,3,7.2,Normal
868,4,7.0,Normal
868,5,8.3,Normal
868,6,8.6,Normal
868,7,10.0,Normal
868,8,10.1,Normal
868,9,10.4,Normal
868,10,11.0,Normal
868,11,11.3,Normal
868,12,13.0,Normal
868,13,9.1,Normal
868,14,8.5,Normal
868,15,7.7,Normal
868,16,7.0,Normal
868,17,6.7,Normal
868,18,6.6,Normal
868,19,5.5,Normal
868,20,5.4,Normal
868,21,5.8,Normal
868,22,6.3,Normal
868,23,6.1,Normal
869,0,5.9,Normal
869,1,5.2,Normal
869,2,5.1,Normal
869,3,5.1,Normal
869,4,4.9,Normal
869,5,4.3,Normal
869,6,3.5,Buzlanma Riski
869,7,2.6,Buzlanma Riski
869,8,2.1,Buzlanma Riski
869,9,2.5,Buzlanma Riski
869,10,4.5,Normal
869,11,5.7,Normal
869,12,9.2,Normal
869,13,5.1,Normal
869,14,4.9,Normal
869,15,7.1,Normal
869,16,5.4,Normal
869,17,3.4,Buzlanma Riski
869,18,1.9,Buzlanma Riski
869,19,1.2,Buzlanma Riski
869,20,0.6,Buzlanma Riski
869,21,0.5,Buzlanma Riski
869,22,0.2,Buzlanma Riski
869,23,0.4,Buzlanma Riski
870,0,0.9,Buzlanma Riski
870,1,1.5,Buzlanma Riski
870,2,1.8,Buzlanma Riski
870,3,2.8,Buzlanma Riski
870,4,4.2,Normal
870,5,5.0,Normal
870,6,6.4,Normal
870,7,6.3,Normal
870,8,7.9,Normal
870,9,9.7,Normal
870,10,10.6,Normal
870,11,8.4,Normal
870,12,6.9,Normal
870,13,9.3,Normal
870,14,8.8,Normal
870,15,7.4,Normal
870,16,6.1,Normal
870,17,4.8,Normal
870,18,4.7,Normal
870,19,4.3,Normal
870,20,3.5,Buzlanma Riski
870,21,2.6,Buzlanma Riski
870,22,1.9,Buzlanma Riski
870,23,1.5,Buzlanma Riski
871,0,1.2,Buzlanma Riski
871,1,0.8,Buzlanma Riski
871,2,0.5,Buzlanma Riski
871,3,1.2,Buzlanma Riski
871,4,2.8,Buzlanma Riski
871,5,4.5,Normal
871,6,6.8,Normal
871,7,9.0,Normal
871,8,10.9,Normal
871,9,12.4,Normal
871,10,13.7,Normal
871,11,14.6,Normal
871,12,15.2,Normal
871,13,15.3,Normal
871,14,14.8,Normal
871,15,13.9,Normal
871,16,11.4,Normal
871,17,8.7,Normal
871,18,8.0,Normal
871,19,6.9,Normal
871,20,6.3,Normal
871,21,5.2,Normal
871,22,5.5,Normal
871,23,5.4,Normal
872,0,5.3,Normal
872,1,5.3,Normal
872,2,5.4,Normal
872,3,7.1,Normal
872,4,9.8,Normal
872,5,12.2,Normal
872,6,14.3,Normal
872,7,16.3,Normal
872,8,18.2,Normal
872,9,19.6,Normal
872,10,20.3,Normal
872,11,20.9,Normal
872,12,21.2,Normal
872,13,20.6,Normal
872,14,19.5,Normal
872,15,18.3,Normal
872,16,16.3,Normal
872,17,14.3,Normal
872,18,12.5,Normal
872,19,11.3,Normal
872,20,10.6,Normal
872,21,10.0,Normal
872,22,9.8,Normal
872,23,8.8,Normal
873,0,8.6,Normal
873,1,9.4,Normal
873,2,9.2,Normal
873,3,10.2,Normal
873,4,12.7,Normal
873,5,15.9,Normal
873,6,18.1,Normal
873,7,18.9,Normal
873,8,18.8,Normal
873,9,19.0,Normal
873,10,19.4,Normal
873,11,19.5,Normal
873,12,19.7,Normal
873,13,19.1,Normal
873,14,18.2,Normal
873,15,16.9,Normal
873,16,13.2,Normal
873,17,11.0,Normal
873,18,10.3,Normal
873,19,9.9,Normal
873,20,9.6,Normal
873,21,8.9,Normal
873,22,8.7,Normal
873,23,8.0,Normal
874,0,7.9,Normal
874,1,7.9,Normal
874,2,7.9,Normal
874,3,8.8,Normal
874,4,10.2,Normal
874,5,11.5,Normal
874,6,12.8,Normal
874,7,13.8,Normal
874,8,14.4,Normal
874,9,15.0,Normal
874,10,16.0,Normal
874,11,16.7,Normal
874,12,13.9,Normal
874,13,15.7,Normal
874,14,15.1,Normal
874,15,14.6,Normal
874,16,12.3,Normal
874,17,11.5,Normal
874,18,10.2,Normal
874,19,8.6,Normal
874,20,7.8,Normal
874,21,6.9,Normal
874,22,6.4,Normal
874,23,5.9,Normal
875,0,5.6,Normal
875,1,5.0,Normal
875,2,4.5,Normal
875,3,6.2,Normal
875,4,8.7,Normal
875,5,10.9,Normal
875,6,13.2,Normal
875,7,15.3,Normal
875,8,17.0,Normal
875,9,18.3,Normal
875,10,18.6,Normal
875,11,18.5,Normal
875,12,18.1,Normal
875,13,18.3,Normal
875,14,17.5,Normal
875,15,15.9,Normal
875,16,13.8,Normal
875,17,12.1,Normal
875,18,10.9,Normal
875,19,10.7,Normal
